,title,abstract
47,[Effect of acupuncture combined with repetitive transcranial magnetic stimulation on motor function and cerebral hemodynamics in children with spastic cerebral palsy with spleen-kidney deficiency].,"Objective:To investigate the clinical effect of acupuncture combined with repetitive transcranial magnetic stimulation in the treatment of children with spastic cerebral palsy with spleen-kidney deficiency, as well as its effect in improving cerebral hemodynamics.Methods:A total of 220 children with spastic cerebral palsy were divided into observation group and control group using a random number table, with 110 children in each group. The children in the control group were given rehabilitation training and repetitive transcranial magnetic stimulation, and those in the observation group were given acupuncture in addition to the treatment in the control group. Acupuncture was performed at Zusanli (ST36), Xuanzhong (GB39), Sanyinjiao (SP6), Pishu (BL20), Shenshu (BL23), Qihai (CV6), Quchi (LI11), Neiguan (PC6), Hegu (LI4) and Tianshu (ST25) once every other day, three times a week for 3 consecutive months. The two groups were compared in terms of Gross Motor Function Measure (GMFM), Fine Motor Function Measure (FMFM), comprehensive function score for children with cerebral palsy, clinical outcome, and related cerebral hemodynamic parameters (mean blood flow velocity [Vm], systolic peak velocity [Vs], and resistance index [RI] of the cerebral artery).Results:After treatment, both groups had significant increases in the scores of GMFM, FMFM and comprehensive function (cognitive function, speech function, motor ability, self-care, and social adaptability,P<0.01), and the observation group had significantly better improvements in the scores of GMFM (domains A, B and C), FMFM (domains B, C, D and E), and comprehensive function than those of the control group (P<0.01). The therapeutic effect of the observation group (93/110, 84.55%)was superior to that of the control group (80/110, 72.73%, P<0.05). The observation group had significantly higher Vs and Vm and a significantly lower RI than the control group (P<0.01).Conclusion:In the treatment of children with spasmodic cerebral palsy with spleen-kidney deficiency, acupuncture combined with repeated transcranial magnetic stimulation can significantly improve their motor function, comprehensive function, and clinical outcome, which may be associated with the regulation of cerebral hemodynamics.Keywords:Acupuncture; Cerebral hemodynamics; Spastic cerebral palsy; Spleen-kidney deficiency.
"
48,Noninvasive Brain Stimulation for Rehabilitation of Pediatric Motor Disorders Following Brain Injury: Systematic Review of Randomized Controlled Trials.,"Objective:To assess the evidence of the effectiveness of noninvasive brain stimulation (NIBS) for rehabilitation of pediatric motor disorders after brain injury.Data sources:Ovid, Cochrane, Science Direct, Web of Science, EBSCOhost, PubMed, and Google Scholar databases were searched up to August 2017 by 2 independent reviewers.Study selection:Randomized controlled trials (RCTs) published in English were included if they met the following criteria.Population:Pediatric patients with motor disorders following brain injury.Intervention:NIBS, including transcranial direct current stimulation (tDCS) or repetitive transcranial magnetic stimulation (rTMS).Outcomes:Measures related to motor disorders (upper limb functional abilities, gait, balance, and spasticity). Fourteen RCTs were included (10 studies used tDCS, while 4 studies used rTMS).Data extraction:Predefined data were tabulated by 1 reviewer and verified by another reviewer. Methodological quality was assessed using the Physiotherapy Evidence Database (PEDro) scale; also levels of evidence adapted from Sackett were used.Data synthesis:A grouped meta-analysis was performed on balance, gait parameters, and upper limb function. Data were pooled using a random-effects model to assess the immediate effect and 1-month follow-up of NIBS. According to the PEDro scale, 3 studies were excellent, 8 studies were good, and 3 studies were fair. The level of evidence of all of the included studies was 1b, except for 3 studies with grade 2a. There were significant improvements in all upper limb functions (standardized mean differences [SMDs] ranging from 0.94 to 1.83 [P values=.0001]), balance (SMDs ranging between -0.48 to 0.83 [P values<.05]) and some gait variables.Conclusion:Pediatric patients with brain injury can be safely stimulated by NIBS, and there is evidence for the efficacy of rTMS in improving upper limb function, and tDCS in improving balance and majority of gait variables with persisted effects for 1 month. The efficacy of spasticity is uncertain.Keywords:Cerebral palsy; Motor disorders; Rehabilitation; Transcranial direct current stimulation; Transcranial magnetic stimulation.
"
49,Bimanual Skill Learning after Transcranial Direct Current Stimulation in Children with Unilateral Cerebral Palsy: A Brief Report.,"Bimanual skills are important for goal-oriented activities. Children with unilateral cerebral palsy (UCP) have deficits in unimanual and bimanual motor control and learning. The application of non-invasive brain stimulation with existing motor training may further promote motor learning; however, the effects of stimulation on bimanual learning have not been examined. Here, we assessed the performance of a novel bimanual skill (modified Speed Stacks task) in eight children with UCP before, during, and after a combined motor training and brain stimulation intervention. Participants received 10 days (120 min/day) of goal-oriented bimanual therapy combined initially with transcranial direct current stimulation (tDCS, 20 min/day). Results showed task improvement tapered (p < 0.001) during and after the intervention and task variability decreased in 6/8 participants, indicating the potential impact of novel rehabilitation to improve skill learning in children with UCP. Future work is required to understand how both tDCS and bimanual training contribute to learning bimanual tasks.Keywords:Bimanual learning; transcranial direct current stimulation; unilateral cerebral palsy.
"
50,Motor Evoked Potentials as Potential Biomarkers of Early Atypical Corticospinal Tract Development in Infants with Perinatal Stroke.,"Diagnosis of cerebral palsy (CP) after perinatal stroke is often delayed beyond infancy, a period of rapid neuromotor development with heightened potential for rehabilitation. This study sought to assess whether the presence or absence of motor evoked potentials (MEPs) elicited by transcranial magnetic stimulation (TMS) could be an early biomarker of atypical development within the first year of life. In 10 infants with perinatal stroke, motor outcome was assessed with a standardized movement assessment. Single-pulse TMS was utilized to assess presence of MEPs. Younger infants (3-6 months CA, n = 5, 4/5 (80%)) were more likely to present with an MEP from the more-affected hemisphere (MAH) compared to older infants (7-12 months CA, n = 5, 0/5, (0%)) (p = 0.048). Atypical movement was demonstrated in the majority of infants with an absent MEP from the MAH (5/6, 83%) compared to those with a present MEP (1/4, 25%) (p = 0.191). We found that age influences the ability to elicit an MEP from the MAH, and motor outcome may be related to MAH MEP absence. Assessment of MEPs in conjunction with current practice of neuroimaging and motor assessments could promote early detection and intervention in infants at risk of CP.Keywords:cerebral palsy; infant; non-invasive brain stimulation; pediatrics; perinatal stroke; transcranial magnetic stimulation.
"
51,Mirror movements in children with unilateral cerebral palsy due to perinatal stroke: clinical correlates of plasticity reorganization.,"inEnglish,Spanish,PortugueseAim:We aimed to determine if the mirror movements that often result in children with unilateral cerebral palsy (CP) after perinatal stroke represent a clinical biomarker of developmental plasticity.Method:This was a prospective, controlled cohort study. Mirror movements in children with unilateral CP from a population-based cohort were compared to those of typically developing controls. The population with stroke was assessed further via electromyography (EMG), motor function, and corticospinal organization investigations. Mirror movements were quantified (0-5) bidirectionally. EMG mirror movements were quantified during voluntary contraction. Motor function was quantified by validated measures including the Assisting Hand Assessment (AHA). Corticospinal organization was categorized as ipsilateral or contralateral using transcranial magnetic stimulation (TMS). The relationships between mirror movements, function, and corticospinal organization were assessed (t-tests, Pearson rank correlation coefficients).Results:Ninety-two participants were scored (55 males, 37 females, mean [SD] 12y [5y 6mo], range 4-17y), 63 with complete motor outcomes and 39 with TMS data. EMG ratios correlated with clinical mirror movements (r=0.562, p=0.008). Mild mirror activity in controls declined with age (r=-0.459, p<0.001). Mirroring was stronger with tasks performed by the affected hand (p<0.001). Mirror movements correlated with AHA scores (r=-0.255, p=0.04) and poor motor outcome (p<0.001). Unaffected hand mirror activity was higher in children with ipsilateral corticospinal tract arrangements (p<0.001).Interpretation:Clinical mirror movements correlate with disability and corticospinal organization in children with unilateral CP with perinatal stroke. This simple bedside biomarker could facilitate patient selection for personalized rehabilitation.What this paper adds:Mirror movements are a clinical indicator of corticospinal organization in children with unilateral cerebral palsy with perinatal stroke. Mirroring is strongest in children with ipsilateral corticospinal tract reorganization. The concept of a 'directionality factor' to mirror movements highlights additional, clinically relevant functional correlations.MOVIMIENTOS EN ESPEJO EN NIÑOS CON PARÁLISIS CEREBRAL UNILATERAL DEBIDO A UN ACCIDENTE CEREBROVASCULAR PERINATAL: CORRELATOS CLÍNICOS DE REORGANIZACIÓN DE LA PLASTICIDAD: OBJETIVO: Nuestro objetivo fue determinar si los movimientos en espejo que a menudo presentan niños con parálisis cerebral unilateral después de un accidente cerebrovascular perinatal representan un biomarcador clínico de la plasticidad del desarrollo. MÉTODO: Este fue un estudio prospectivo de cohorte controlado. Los movimientos en espejo en niños con parálisis cerebral unilateral de una cohorte basada en la población se compararon con los de los controles. La población con accidente cerebrovascular se evaluó más a fondo mediante electromiografía (EMG), función motora e investigaciones de organización corticoespinal. Los movimientos en espejo se cuantificaron (0-5) bidireccionalmente. Los movimientos en espejo EMG fueron cuantificados durante la contracción voluntaria. La función motora se cuantificó mediante medidas validadas, incluida la Evaluación de la Mano Auxiliar (AHA). La organización corticoespinal se clasificó como ipsilateral o contralateral utilizando estimulación magnética transcraneal (SMT). Se evaluaron las relaciones entre los movimientos de espejo, la función y la organización corticoespinal (pruebas t, coeficientes de correlación de rango de Pearson). RESULTADOS: Noventa y dos participantes fueron calificados (55 masculinos, 37 femeninos, media [DE] 12 años de edad [5 años y 6 meses], rango 4-17 años), 63 con resultados motores completos y 39 con datos de TMS. Las proporciones de EMG se correlacionaron con los movimientos en espejo clínico (r = 0.562, p = 0.008). La actividad del espejo leve en los controles disminuyó con la edad (r = −0.459, p < 0.00001). El reflejo fue más fuerte con las tareas realizadas por la mano afectada (p < 0,001). Los movimientos en espejo se correlacionaron con las puntuaciones del AHA (r = −0.255, p = 0.04) y el resultado motor deficiente (p < 0.001). La actividad en espejo de la mano no afectada fue mayor en niños con disposiciones del tracto corticoespinal ipsilateral (p < 0,001). INTERPRETACIÓN: Los movimientos en espejo clínico se correlacionan con la función motora y la organización corticoespinal en niños con parálisis cerebral unilateral con accidente cerebrovascular perinatal. Este biomarcador simple junto a la cama podría facilitar la selección de pacientes para una rehabilitación personalizada.MOVIMENTOS EM ESPELHO EM CRIANÇAS COM PARALISIA CEREBRAL UNILATERAL DEVIDO A ACIDENTE VASCULAR CEREBRAL PERINATAL: CORRELATOS CLÍNICOS DA REORGANIZAÇÃO POR PLASTICIDADE: OBJETIVO: Visamos determinar se os movimentos em espelho frequentemente observados em crianças com paralisia cerebral unilateral após acidente vascular cerebral perinatal representam um biomarcardor clínico da plasticidade do desenvolvimento MÉTODO: Tratou-se de um estudo de coorte prospectivo controlado. Movimentos em espelho em crianças com paralisia cerebral unilateral de uma coorte populacional foram comparados com os de controles. A população com acidente vascular cerebral foi adicionalmente avaliada com investigações de eletromiografia (EMG), função motora, e organização córtico-espinhal. Os movimentos em espelho foram quantificados (0-5) bidirecionalmente. Movimentos em espelho ao EMG foram quantificados durante a contração voluntária. A função motora foi quantificada por meio de medidas validadas incluindo a Assisting Hand Assessment (AHA). A organização córtico-espinhal foi categorizada como ipsilateral ou contralateral usando estimulação magnética transcraniana (EMT). As relações entre movimentos em espelho, função, e organização córtico-espinhal foram avaliadas (testes t, coeficientes de correlação de Pearson). RESULTADOS: Noventa e dois participantes foram pontuados (55 do sexo masculino, 37 do sexo feminino, média [DP] 12a [5a 6m], variação 4-17a), 63 com resultados motores completos e 39 com dados de EMT. As razões do EMG se correlacionaram com movimentos em espelho clínicos (r = 0,562, p = 0,008). A atividade em espelho leve nos controles diminuiu com a idade (r = −0,459, p < 0,00001). O espelhamento foi mais forte com tarefas realizadas pela mão afetada (p < 0,001). Movimentos em espelho correlacionaram com escores da AHA (r = -0,255, p = 0,04) e com pobre resultado motor (p < 0,001). Atividade em espelho na mão não afetada foi maior em crianças com arranjos ipsilaterais do trato córtico-espinhal (p < 0,001). INTERPRETAÇÃO: Movimentos em espelho clínicos se corelacionaram com a incapacidade e com a organização córtico-espinhal em crianças com paralisia cerebral unilateral com acidente vascular cerebral perinatal. Este simples biomarcador pode facilitar a seleção de pacientes para reabilitação personalizada."
52,Maturation of Corticospinal Tracts in Children With Hemiplegic Cerebral Palsy Assessed by Diffusion Tensor Imaging and Transcranial Magnetic Stimulation.,"
Aim: To assess changes in the developmental trajectory of corticospinal tracts (CST) maturation in children with hemiplegic cerebral palsy (HCP). Methods: Neuroimaging data were obtained from 36 children with HCP for both the more affected (MA) and less affected (LA) hemispheres, and, for purposes of direct comparison, between groups, 15 typically developing (TD) children. With diffusion tensor imaging (DTI), we estimated the mean fractional anisotropy (FA), axial diffusivity (AD), mean diffusivity (MD), and radial diffusivity (RD) of the corticospinal tract, parameters indicative of factors including myelination and axon density. Transcranial magnetic stimulation (TMS) was performed as a neurophysiologic measure of corticospinal tract integrity and organization. Resting motor threshold (rMT) was obtained per hemisphere, per patient. Results: We observed a significant AD and MD developmental trajectory, both of which were inversely related to age (decrease in AD and diffusivity corresponding to increased age) in both hemispheres of TD children (p < 0.001). This maturation process was absent in both MA and LA hemispheres of children with HCP. Additionally, the TMS-derived previously established rMT developmental trajectory was preserved in the LA hemisphere of children with HCP (n = 26; p < 0.0001) but this trajectory was absent in the MA hemisphere. Conclusions: Corticospinal tract maturation arrests in both hemispheres of children with HCP, possibly reflecting perinatal disruption of corticospinal tract myelination and axonal integrity.Keywords:corticospinal tracts; development; hemiplegic cerebral palsy; maturation; transcranial magnetic stimulation.
"
53,Static magnetic stimulation of the primary motor cortex impairs online but not offline motor sequence learning.,"Static magnetic fields (SMFs) are known to alter neural activity, but evidence of their ability to modify learning-related neuroplasticity is lacking. The present study tested the hypothesis that application of static magnetic stimulation (SMS), an SMF applied transcranially via a neodymium magnet, over the primary motor cortex (M1) would alter learning of a serial reaction time task (SRTT). Thirty-nine participants took part in two experimental sessions separated by 24 h where they had to learn the SRTT with their right hand. During the first session, two groups received SMS either over contralateral (i.e., left) or ipsilateral (i.e., right) M1 while a third group received sham stimulation. SMS was not applied during the second session. Results of the first session showed that application of SMS over contralateral M1 impaired online learning as compared to both ipsilateral and sham groups, which did not differ. Results further revealed that application of SMS did not impair offline learning or relearning. Overall, these results are in line with those obtained using other neuromodulatory techniques believed to reduce cortical excitability in the context of motor learning and suggest that the ability of SMS to alter learning-related neuroplasticity is temporally circumscribed to the duration of its application."
54,Editorial: Motor Control of Gait and the Underlying Neural Network in Pediatric Neurology.,"
No abstract availableKeywords:Duchenne muscular dystrophy; MRI; ataxia; cerebral palsy; gait; pediatric neurology; tDCS; upper limb.
"
55,Increasing Number of Therapy Sessions of Repetitive Transcranial Magnetic Stimulation Improves Motor Development by Reducing Muscle Spasticity in Cerebral Palsy Children.,"Background:Repetitive TMS (rTMS), a non-invasive neuro-stimulation tool based on the principle of electromagnetic induction is recently being employed both for investigational and interventional purposes. The stimulating effect of rTMS on motor cortex areas of the brain leads to increased motor activity and decreased muscle tone in spastic cerebral palsy (CP) patients.Objective:This modulatory effect of rTMS is used in this study to evaluate its effect on motor function and spasticity by increasing the number of therapy session and keeping frequency of 10Hz and pulse train of 2500 constant.Methods:Total thirty spastic CP patients participated in this study after written informed consent from their parents/guardians. The participants were equally divided into three groups, namely, S-20, S-30 and S-40 depending on the number of therapy sessions. The mean age±SD of participants in different groups were 8.9±3.6, 9.5±2.9 and 8.4±3.5 in S-20, S-30 and S-40 respectively. Participants in S-20, S-30 and S-40 were provided 20, 30 and 40 sessions of rTMS therapy respectively followed by physical therapy of 30 minutes daily. Each rTMS session was of 25 minutes duration and was administered once daily for 5 days a week. Prior to start and after completion of the therapy, pre and post assessment of gross motor function measure (GMFM) for motor function and modified Ashworth scale (MAS) for muscle spasticity was performed on all the participants.Outcomes:The result of pre-versus-post GMFM score showed that 4.27%, 3.12% and 2.36% motor gain was obtained after 40, 30 and 20 sessions of therapy respectively. In addition, significant reduction in spasticity in both upper and limb muscles was also observed in all the three groups.Keywords:Cerebral palsy; Modified Ashworth Scale; gross motor function measure; spasticity; transcranial magnetic stimulation.
"
56,Effect of Anodic tDCS Over Motor Cortex Versus Cerebellum in Cerebral Palsy: A Study Protocol.,"Purpose:To compare the clinical and functional effects of treadmill training combined with anodic transcranial direct current stimulation (atDCS) on the primary motor cortex (Cz), specifically on the area of motor cortex representation of the lower limbs, and on the cerebellum (Cb) in children with spastic cerebral palsy (CP).Methods:Thirty children and adolescents with spastic CP will be randomly allocated in 3 groups: (1) treadmill training and atDCS on Cz; (2) treadmill training and atDCS on Cb; (3) treadmill training and sham tDCS on Cz. Evaluations of gait spatial-temporal parameters, functional mobility, functional balance, gross motor function, and functional performance will be performed 1 week before intervention and 1 week, 1 month, and 3 months after intervention. Every 3 months the participants will cross over groups.Discussion:This is a protocol for an intervention study comparing the clinical and functional effects of atDCS over Cz and Cb."
57,Effects of transcranial direct current stimulation (tDCS) on balance improvement: a systematic review and meta-analysis.,"
Background: Transcranial direct current stimulation (tDCS) has emerged as a promising therapeutic tool to improve balance and optimize rehabilitation strategies. However, current literature shows the methodological heterogeneity of tDCS protocols and results, hindering any clear conclusions about the effects of tDCS on postural control. Objective: Evaluate the effectiveness of tDCS on postural control, and identify the most beneficial target brain areas and the effect on different populations. Methods: Two independent reviewers selected randomized tDCS clinical-trials studies from PubMed, Scopus, Web of Science, and reference lists of retrieved articles published between 1998 and 2017. Most frequently reported centre of pressure (COP) variables were selected for meta-analysis. Other postural control outcomes were discussed in the review. Results: Thirty studies were included in the systematic review, and 11 were submitted to a meta-analysis. A reduction of COP displacement area has been significantly achieved by tDCS, evidencing an improvement in balance control. Individuals with cerebral palsy (CP) and healthy young adults are mostly affected by stimulation. The analysis of the impact of tDCS over different brain areas revealed a significant effect after primary motor cortex (M1) stimulation, however, with no clear results after cerebellar stimulation due to divergent results among studies. Conclusions: tDCS appears to improve balance control, more evident in healthy and CP subjects. Effects are observed when primary MI is stimulated. Cerebellar stimulation should be better investigated.Keywords:Postural balance; meta-analysis; transcranial direct current stimulation.
"
58,Contribution of corticospinal drive to ankle plantar flexor muscle activation during gait in adults with cerebral palsy.,"Impaired plantar flexor muscle activation during push-off in late stance contributes importantly to reduced gait ability in adults with cerebral palsy (CP). Here we used low-intensity transcranial magnetic stimulation (TMS) to suppress soleus EMG activity during push-off as an estimate of corticospinal drive in CP adults and neurologically intact (NI) adults. Ten CP adults (age 34 years, SD 14.6, GMFCS I-II) and ten NI adults (age 33 years, SD 9.8) walked on a treadmill at their preferred walking speed. TMS of the leg motor cortex was elicited just prior to push-off during gait at intensities below threshold for motor-evoked potentials. Soleus EMG from steps with and without TMS were averaged and compared. Control experiments were performed while standing and in NI adults during gait at slow speed. TMS induced a suppression at a latency of about 40 ms. This suppression was similar in the two populations when differences in control EMG and gait speed were taken into account (CP 18%, NI 16%). The threshold of the suppression was higher in CP adults. The findings suggest that corticospinal drive to ankle plantar flexors at push-off is comparable in CP and NI adults. The higher threshold of the suppression in CP adults may reflect downregulation of cortical inhibition to facilitate corticospinal drive. Interventions aiming to facilitate excitability in cortical networks may contribute to maintain or even improve efficient gait in CP adults.Keywords:Cerebral palsy; Corticospinal drive; Plantar flexor muscles; Push-off.
"
59,Safety and Feasibility of Transcranial Magnetic Stimulation as an Exploratory Assessment of Corticospinal Connectivity in Infants After Perinatal Brain Injury: An Observational Study.,"Background:Perinatal brain injuries often impact the corticospinal system, leading to motor impairment and cerebral palsy. Although transcranial magnetic stimulation (TMS) has been widely used to study corticospinal connectivity in adults and older children, similar studies of young infants are limited.Objectives:The objective was to establish the safety and feasibility of advanced TMS assessments of the corticospinal connectivity of young infants with perinatal brain injury.Design:This was a pilot, cross-sectional study of 3- to 12-month-old (corrected age) infants with perinatal stroke or intracranial hemorrhage.Methods:Six participants (2 term, 4 preterm) were assessed with stereotactic neuronavigation-guided TMS. Single-pulse TMS was applied to each hemisphere and responses were recorded simultaneously from both upper limbs. During data collection, vital signs and stress responses were measured to assess safety. Developmental motor outcomes were evaluated using the General Movements Assessment and Bayley Scales of Infant and Toddler Development (3rd edition). A clinical diagnosis of cerebral palsy was recorded, if available.Results:No adverse events occurred during TMS testing. All sessions were well tolerated. Contralateral motor evoked responses were detected in 4 of 6 participants. Both contralateral and ipsilateral responses were observed in 2 of 6 participants.Limitations:TMS responses were not obtained in all participants. This could be related to the location of brain injury or developmental stage of the corticospinal system controlling the wrist flexor muscle group from which responses were recorded.Conclusions:This study provides a summary of the framework for performing novel TMS assessments in infants with perinatal brain injury. Implementing this approach to measure corticospinal connectivity in hypothesis-driven studies in young infants appears to be justified. Such studies could inform the characterization of corticospinal development and the neural mechanisms driving recovery following early interventions."
60,Influence of Combined Transcranial Direct Current Stimulation and Motor Training on Corticospinal Excitability in Children With Unilateral Cerebral Palsy.,"Combined non-invasive brain stimulation (NIBS) and rehabilitation interventions have the potential to improve function in children with unilateral cerebral palsy (UCP), however their effects on developing brain function are not well understood. In a proof-of-principle study, we used single-pulse transcranial magnetic stimulation (TMS) to measure changes in corticospinal excitability and relationships to motor performance following a randomized controlled trial consisting of 10 days of combined constraint-induced movement therapy (CIMT) and cathodal transcranial direct current stimulation (tDCS) applied to the contralesional motor cortex. Twenty children and young adults (mean age = 12 years, 9 months, range = 7 years, 7 months, 21 years, 7 months) with UCP participated. TMS testing was performed before, after, and 6 months after the intervention to measure motor evoked potential (MEP) amplitude and cortical silent period (CSP) duration. The association between neurophysiologic and motor outcomes and differences in excitability between hemispheres were examined. Contralesional MEP amplitude decreased as hypothesized in five of five participants receiving active tDCS immediately after and 6 months after the intervention, however no statistically significant differences between intervention groups were noted for MEP amplitude [mean difference = -323.9 μV, 95% CI = (-989, 341), p = 0.34] or CSP duration [mean difference = 3.9 ms, 95% CI = (-7.7, 15.5), p = 0.51]. Changes in corticospinal excitability were not statistically associated with improvements in hand function after the intervention. Across all participants, MEP amplitudes measured in the more-affected hand from both contralesional (mean difference = -474.5 μV) and ipsilesional hemispheres (-624.5 μV) were smaller compared to the less-affected hand. Assessing neurophysiologic changes after tDCS in children with UCP provides an understanding of long-term effects on brain excitability to help determine its potential as a therapeutic intervention. Additional investigation into the neurophysiologic effects of tDCS in larger samples of children with UCP are needed to confirm these findings.Keywords:cerebral palsy; corticospinal excitability; pediatric hemiparesis; rehabilitation; transcranial direct current stimulation.
"
61,Imaging functional motor connectivity in hemiparetic children with perinatal stroke.,"Perinatal stroke causes lifelong disability, particularly hemiparetic cerebral palsy. Arterial ischemic strokes (AIS) are large, cortical, and subcortical injuries acquired near birth due to acute occlusion of the middle cerebral artery. Periventricular venous infarctions (PVI) are smaller, subcortical strokes acquired prior to 34 weeks gestation involving injury to the periventricular white matter. Both stroke types can damage motor pathways, thus, we investigated resulting alterations in functional motor networks and probed function. We measured blood oxygen level dependent (BOLD) fluctuations at rest in 38 participants [10 arterial patients (age = 14.7 ± 4.1 years), 10 venous patients (age = 13.5 ± 3.7 years), and 18 typically developing controls (TDCs) (age = 15.3 ± 5.1 years)] and explored strength and laterality of functional connectivity in the motor network. Inclusion criteria included MRI-confirmed, unilateral perinatal stroke, symptomatic hemiparetic cerebral palsy, and 6-19 years old at time of imaging. Seed-based functional connectivity analyses measured temporal correlations in BOLD response over the whole brain using primary motor cortices as seeds. Laterality indices based on mean z-scores in lesioned and nonlesioned hemispheres explored laterality. In AIS patients, significant differences in both strength and laterality of motor network connections were observed compared with TDCs. In PVI patients, motor networks largely resembled those of healthy controls, albeit slightly weaker and asymmetric, despite subcortical damage and hemiparesis. Functional connectivity strengths were not related to motor outcome scores for either stroke group. This study serves as a foundation to better understand how resting-state fMRI can assess motor functional connectivity and potentially be applied to explore mechanisms of interventional therapies after perinatal stroke.Keywords:cerebral palsy; functional connectivity; motor networks; pediatric; perinatal stroke; resting-state fMRI.
"
62,Transcranial Direct Current Stimulation in Pediatric Motor Disorders: A Systematic Review and Meta-analysis.,"Objective:To systematically examine the safety and effectiveness of transcranial direct current stimulation (tDCS) interventions in pediatric motor disorders.Data sources:PubMed, EMBASE, Cochrane, CINAHL, Web of Science, and ProQuest databases were searched from inception to August 2018.Study selection:tDCS randomized controlled trials (RCTs), observational studies, conference proceedings, and dissertations in pediatric motor disorders were included. Two authors independently screened articles based on predefined inclusion criteria.Data extraction:Data related to participant demographics, intervention, and outcomes were extracted by 2 authors. Quality assessment was independently performed by 2 authors.Data synthesis:A total of 23 studies involving a total of 391 participants were included. There was no difference in dropout rates between active (1 of 144) and sham (1 of 144) tDCS groups, risk difference 0.0, 95% confidence interval (-.05 to .04). Across studies, the most common adverse effects in the active group were tingling (17.2%), discomfort (8.02%), itching (6.79%), and skin redness (4%). Across 3 studies in children with cerebral palsy, tDCS significantly improved gait velocity (MD=.23; 95% confidence interval [0.13-0.34]; P<.0005), stride length (MD=0.10; 95% confidence interval [0.05-0.15]; P<.0005), and cadence (MD=15.7; 95% confidence interval [9.72-21.68]; P<.0005). Mixed effects were found on balance, upper extremity function, and overflow movements in dystonia.Conclusion:Based on the studies reviewed, tDCS is a safe technique in pediatric motor disorders and may improve some gait measures and involuntary movements. Research to date in pediatric motor disorders shows limited effectiveness in improving balance and upper extremity function. tDCS may serve as a potential adjunct to pediatric rehabilitation; to better understand if tDCS is beneficial for pediatric motor disorders, more well-designed RCTs are needed.Keywords:Children; Motor disorders; Rehabilitation; Review; Transcranial direct current stimulation.
"
63,Electrode Placement in Transcranial Direct Current Stimulation-How Reliable Is the Determination of C3/C4?,"The 10/20 electroencephalogram (EEG) measurements system often guides electrode placement for transcranial direct current stimulation (tDCS), a form of non-invasive brain stimulation. One targeted region of the brain is the primary motor cortex (M1) for motor recovery after stroke, among other clinical indications. M1 is identified by C3 and C4 of the 10/20 EEG system yet the reliability of 10/20 EEG measurements by novice research raters is unknown. We investigated the reliability of the 10/20 EEG measurements for C3 and C4 in 25 adult participants. Two novice raters were assessed for inter-rater reliability. Both raters received two hours of instruction from a registered neurodiagnostic technician. One of the raters completed the measurements across two testing days for intra-rater reliability. Relative reliability was determined using the intraclass coefficient (ICC) and absolute reliability. We observed a low to fair inter and intra-rater ICC for motor cortex measurements. The absolute reliability was <1.0 cm by different novice raters and on different days. Although a low error was observed, consideration of the integrity of the targeted region of the brain is critical when designing tDCS interventions in clinical populations who may have compromised brain structure, due to a lesion or altered anatomy.Keywords:Electroencephalogram; Non-invasive brain stimulation; adults; children; neuroplasticity; stroke; transcranial direct current stimulation.
"
64,Anodal transcranial direct current stimulation does not influence the neural adjustments associated with fatiguing contractions in a hand muscle.,"Purpose:The objective of the current study was to investigate the mechanisms responsible for the briefer time to failure of a submaximal contraction (C2) when performed 60 min after a similar contraction (C1), and the influence of anodal transcranial direct current stimulation (a-tDCS) applied over the motor cortex on these mechanisms.Methods:In two sessions, ten adults sustained two isometric contractions (35% of maximum) to failure with the abductor pollicis brevis (APB). Before C2, either a-tDCS or sham stimulation was applied over the motor cortex. Fatigue-related changes in Hoffmann (H) and long-latency (LLR) reflexes, motor-evoked potential (MEP) induced by transcranial magnetic stimulation and associated silent period (SP), maximal motor wave (Mmax), voluntary activation (VA), electromyographic (EMG) activity and peak force (PT3) evoked by a 3 pulse-train (100 Hz) were investigated.Results:The results indicate that regardless of session, the time to failure was briefer (- 13%, p < 0.05) for C2 than C1, with no a-tDCS effect. During C1, MEP amplitude, SP duration and LLR amplitude increased, H-reflex amplitude did not change, and Mmax, VA and PT3 decreased (p < 0.05). Except for EMG activity that was greater during C2 than C1 (p < 0.001), all variables were similar in C1 and C2 (p > 0.05), and recovered their initial values after the 60-min rest, except PT3.Conclusions:The results of the current study indicate that a-tDCS did not influence corticospinal excitability and time to failure of C2 when performed with the APB. These observations may reflect a peripheral origin of the briefer C2 time to failure in the APB.Keywords:Electromyography; Fatigue; H reflex; Long-latency reflex; Motor-evoked potential; Transcranial magnetic stimulation.
"
65,Noninvasive Neuromodulation to Promote Motor Skill Gains After Perinatal Stroke.,"
No abstract availableKeywords:motor skills; pediatrics; stroke; transcranial direct current stimulation; transcranial magnetic stimulation.
"
